id, x, y, freq, label
1381, -10.818245, 53.199459, 8, survived
1382, -48.113998, 26.462849, 10, rumors
1383, 24.400051, 30.157627, 6, closure
1384, -20.753216, -66.968094, 32, nature
1385, 37.970860, 44.890507, 8, auto
1386, -60.188232, 19.291424, 14, repair
1387, -58.402298, -5.291868, 14, shops
1388, 7.157057, -7.044949, 180, small
1389, -60.540981, 26.150982, 12, mom
1390, -41.568810, 22.652157, 10, pop
1391, -45.266251, 34.681744, 10, cafes
1392, 0.829575, 50.840885, 8, restaurants
1393, -46.314178, 47.256111, 12, expensive
1394, -41.982750, -36.849392, 28, rise
1395, -43.916225, -52.747078, 22, modern
1396, -55.760841, -36.364761, 28, buildings
1397, -59.382862, -26.943325, 14, ice
1398, -12.636518, -59.318199, 42, elliott
1399, -44.445744, -49.106098, 18, bay
1400, -48.626175, -40.422882, 24, bookstore
1401, -63.530487, -4.631362, 22, maintained
1402, -52.281090, 9.629546, 16, dramatically
1403, -26.085964, 53.551102, 16, mixed
1404, 4.479276, -27.611759, 102, open
1405, -38.766388, 39.629601, 12, embedded
1406, -64.070724, -29.235304, 24, occurring
1407, 3.106868, -18.356194, 62, music
1408, -51.362850, -46.008713, 20, entertainment
1409, -44.761002, -50.613571, 18, eating
1410, 63.348137, -18.874626, 6, zones
1411, 6.175111, -34.070496, 78, third
1412, -1.960539, -52.182339, 42, shift
1413, -51.302616, 15.016829, 16, closing
1414, 7.470761, 35.282360, 10, arena
1415, 10.605365, 50.671394, 10, hopes
1416, -57.362362, -45.035099, 30, goal
1417, 12.071857, -13.159500, 168, set
1418, -38.636646, -48.694824, 42, olympia
1419, 0.108484, -34.968857, 68, response
1420, -37.665527, 32.307964, 18, dismissal
1421, -1.892790, -6.597083, 134, jim
1422, -7.170921, -28.565340, 70, gaylord
1423, -15.804884, -56.381004, 40, senator
1424, 61.297623, 3.788866, 6, ists
1425, 66.755310, -27.450827, 6, rid
1426, 1.093074, -52.488625, 48, warned
1427, 50.856583, 13.247226, 8, pursuing
1428, 2.188512, -35.517796, 62, attempt
1429, 63.527946, -19.490166, 6, thereafter
1430, 26.039461, 42.898476, 14, closely
1431, -40.339283, -57.369011, 30, manager
1432, -51.093655, -37.759441, 30, assistant
1433, 1.503779, -7.299226, 76, ed
1434, 14.285924, -1.316521, 174, murray
1435, -26.742067, -53.526752, 42, appointed
1436, -46.685604, 24.498930, 2, slog
1437, 26.400459, 39.121742, 8, succeeding
1438, -15.595038, -59.093544, 44, legislative
1439, 7.808514, -4.227681, 194, committee
1440, -10.933064, -27.171814, 106, senate
1441, 3.494730, -47.309299, 28, low
1442, -14.896919, -1.599985, 930, times
1443, -39.981880, -44.960659, 28, treated
1444, -49.906223, -46.761345, 30, regular
1445, -26.027601, -56.257858, 38, guy
1446, 63.178829, -32.383587, 8, joke
1447, 6.938355, -12.289542, 136, around
1448, 18.182117, -9.468513, 184, know
1449, 11.375598, -15.946829, 218, say
1450, -55.999588, -30.182104, 26, treat
1451, -5.591170, -37.001053, 62, hands
1452, -36.062920, -43.871597, 28, initiatives
1453, -0.974209, -24.357307, 68, building
1454, -12.124334, -54.073036, 48, statewide
1455, 47.948318, -15.901341, 8, stalled
1456, -15.363187, -64.790016, 44, process
1457, 31.541674, 57.559013, 10, introduce
1458, 46.309212, -16.351673, 10, amend
1459, 52.954453, -42.449955, 6, preventing
1460, 2.826430, -9.667447, 142, discrimination
1461, 50.618061, 19.528669, 8, polls
1462, 4.127024, -24.483997, 84, believed
1463, -56.771420, -39.264927, 26, hiring
1464, -33.575165, 52.734314, 12, promotion
1465, -54.540901, 35.514114, 16, firing
1466, 49.700535, -46.872482, 6, magic
1467, 8.806268, -19.278946, 90, ask
1468, -11.669830, -49.665485, 44, defeat
1469, 47.019520, 36.984497, 12, attacks
1470, 58.662823, -25.278749, 6, positively
1471, -50.831310, -23.725079, 34, welcome
1472, 9.290206, -12.470750, 116, let
1473, 6.055479, -9.470539, 170, quickly
1474, -8.681488, -11.244963, 88, described
1475, 55.232689, 6.151329, 6, landslide
1476, 0.410694, -17.989805, 84, percent
1477, 30.897379, 23.697042, 10, vanished
1478, -7.715614, -41.305382, 66, ray
1479, 61.471256, -27.140408, 6, basically
1480, -43.259647, -53.998516, 32, picked
1481, -0.644393, -37.375370, 48, calling
1482, 3.568444, -21.310629, 78, strategy
1483, 52.070412, -30.679573, 6, broker
1484, 17.262993, 44.091015, 10, advance
1485, -60.652302, -11.728628, 18, bills
1486, 57.999325, 27.255182, 10, game
1487, 0.157263, 59.727699, 8, chess
1488, 64.802147, -23.702620, 6, executed
1489, -9.908492, -64.338196, 40, slowly
1490, -21.040306, -54.238201, 52, lead
1491, 9.115931, -28.767555, 112, tell
1492, -7.263510, -62.777241, 44, obvious
1493, -61.062260, 18.717104, 12, flow
1494, -38.633438, -54.739494, 20, tax
1495, -51.681324, -42.440022, 12, dollar
1496, -43.280777, -14.318621, 36, representatives
1497, 6.432325, -14.180113, 10, co
1498, -24.144316, -55.333145, 34, chair
1499, 58.448833, -34.326275, 6, capital
1500, -64.920685, 2.324072, 18, budget
1501, -47.517933, -50.680256, 30, controlled
1502, 12.394536, -6.963812, 198, money
1503, 42.430454, -41.050671, 10, constructing
1504, -13.562037, -51.203529, 40, pub
1505, -52.366364, 1.806971, 20, lic
1506, -39.182564, -49.030056, 36, representative
1507, -37.778858, 41.414989, 10, prime
1508, -36.877956, 32.144909, 16, sponsor
1509, -21.633446, -63.472878, 14, non
1510, -57.846531, -10.413524, 14, controversial
1511, -15.198306, -13.402611, 286, bill
1512, 8.197963, -3.902500, 160, school
1513, -9.821431, 48.140797, 12, districts
1514, -56.625217, 20.680609, 14, adopt
1515, -63.160854, -3.745978, 12, policies
1516, -47.024815, -28.800760, 32, protecting
1517, -0.033541, -34.568615, 82, harassment
1518, 53.579502, -19.751965, 6, intimidation
1519, -3.330775, -10.037091, 114, mentioned
1520, 5.990706, -9.816306, 136, included
1521, 11.122770, -33.504787, 56, half
1522, -1.774501, -36.244858, 40, million
1523, 8.599483, 58.968933, 8, dol
1524, 42.083553, 47.380928, 6, lar
1525, -40.279911, -56.294628, 28, training
1526, 6.107571, 46.609310, 12, gained
1527, -59.476788, -33.338001, 28, twelve
1528, 50.120003, -43.624516, 6, sponsors
1529, -43.169067, -56.674133, 16, sixty
1530, -49.888920, -18.303198, 24, targeted
1531, 3.373476, 53.063450, 14, transportation
1532, -41.060242, -50.272572, 28, patrol
1533, 27.062813, 40.052902, 8, relating
1534, -8.298920, -14.253201, 90, mass
1535, -48.545082, -35.512241, 30, largest
1536, 8.159453, -19.196697, 142, ever
1537, -52.797901, -14.986738, 20, piece
1538, -13.977567, -64.260803, 34, usual
1539, 8.125215, -23.498167, 178, asked
1540, -61.866802, -9.942778, 22, sit
1541, -44.793133, 18.564053, 20, primary
1542, 25.680950, 52.330128, 6, controlling
1543, 55.313454, 2.039556, 8, pension
1544, 2.446947, -34.565956, 62, headed
1545, 7.821854, 55.357197, 16, projects
1546, 55.346794, -25.163006, 10, encounter
1547, 65.416824, -15.120436, 6, maneuvering
1548, -53.177635, 5.975471, 20, pieces
1549, -64.738510, -23.004063, 30, position
1550, -1.402897, -4.442757, 156, board
1551, 43.123821, -7.261869, 6, lobbyists
1552, -33.669945, -58.672325, 38, big
1553, -47.069214, -20.846153, 28, push
1554, -3.083667, -62.924538, 52, actual
1555, -47.339954, -37.401390, 24, arguing
1556, -51.610306, -5.877923, 24, victims
1557, -10.436080, -52.591881, 42, racial
1558, 20.711124, 59.215370, 8, espe
1559, -15.502644, -61.220676, 10, cially
1560, -5.353888, -16.778025, 102, president
1561, -14.166075, -51.377304, 32, fund
1562, -56.953533, -5.615464, 24, hired
1563, 64.543236, -18.604786, 8, lobbyist
1564, -51.762196, -41.837986, 30, testify
1565, -3.401569, -31.180626, 86, hearing
1566, -51.421650, -29.829714, 32, opening
1567, 3.521687, -42.552990, 58, line
1568, -61.176319, -5.709252, 18, rhetorical
1569, -54.765003, -47.881165, 32, chosen
1570, -31.736593, -56.084400, 28, coun
1571, -43.769501, -51.034416, 26, escape
1572, -48.955559, -48.865150, 28, oppression
1573, -1.759832, -15.013669, 120, working
1574, -37.193398, -56.829788, 38, prove
1575, -57.275490, -41.713638, 26, practice
1576, -0.641540, -50.078880, 44, sound
1577, -36.425331, -56.481873, 34, compromise
1578, 3.203104, -41.826664, 48, avoid
1579, -59.002434, -5.574538, 22, restaurant
1580, 62.119755, 22.951147, 8, renting
1581, 5.213362, -17.786184, 110, show
1582, -36.485882, -56.008324, 38, closet
1583, -11.853071, -53.907143, 64, protection
1584, -29.071203, 33.512150, 14, economy
1585, -30.288450, -47.300034, 26, busi
1586, -40.345173, -41.795116, 26, ness
1587, 8.899314, -30.213560, 80, stop
1588, -8.103807, 33.368309, 14, lobby
1589, -47.606422, 20.098555, 16, founded
1590, -64.816780, 22.190359, 20, hire
1591, -47.587410, 9.188965, 20, corporate
1592, -10.090341, -55.510990, 60, conservative
1593, 3.021364, 32.245098, 14, introduced
1594, 61.658695, 0.815755, 8, intro
1595, -1.937410, 45.084763, 10, duced
1596, -42.144299, 46.640007, 16, somewhere
1597, -67.210060, -8.091963, 20, democrats
1598, 61.378345, -28.576567, 6, servative
1599, -4.621104, -36.858833, 70, voted
1600, -14.866220, 46.752712, 12, republicans
1601, -62.207523, 14.725798, 22, kill
1602, -55.237064, 20.135536, 20, amendment
1603, 13.934735, -4.745247, 202, day
1604, -41.120510, -38.799297, 36, debate
1605, -40.095314, -49.451942, 24, republican
1606, -44.034939, -35.726921, 22, port
1607, -13.879280, -46.439995, 46, bob
1608, 28.355957, 56.295677, 10, oke
1609, -49.654530, -2.469964, 22, delivered
1610, 48.299568, 1.208661, 6, impassioned
1611, -55.950958, 25.983364, 18, speeches
1612, 60.985538, -17.532515, 6, wings
1613, -8.458206, -58.933468, 48, democratic
1614, 1.222809, -6.711833, 80, michael
1615, 48.336823, 41.654732, 8, chooses
1616, 60.583668, 19.642223, 6, painful
1617, 68.761368, -8.554341, 8, hav
1618, -58.570007, -25.187872, 18, citizen
1619, -12.218686, -54.141205, 50, protect
1620, 55.765831, 18.716873, 8, consequences
1621, -55.171032, -24.923157, 24, daughter
1622, -67.384178, 21.476713, 20, lifestyle
1623, 4.164630, -17.298019, 98, trying
1624, 53.805141, -47.042309, 6, frankly
1625, -3.530514, -56.149212, 38, asking
1626, -10.378105, -55.642147, 48, visit
1627, -42.453747, 30.369259, 22, tough
1628, -9.708806, -5.747745, 110, reporter
1629, 7.136927, -18.257818, 112, need
1630, -43.770958, -40.989342, 26, replied
1631, -4.844049, -57.368504, 34, hard
1632, 42.345398, 47.018150, 8, tight
1633, 6.378129, -34.188107, 82, lost
1634, 27.811625, 35.980541, 4, finkbeiner
1635, -3.066180, -59.936462, 42, rose
1636, -13.448257, -46.130867, 48, leader
1637, -0.577161, -35.680515, 64, previous
1638, -0.397875, -27.282190, 106, joined
1639, -45.698391, -46.297268, 36, session
1640, -5.023169, -43.010063, 76, announced
1641, -0.700037, -62.237659, 56, understand
1642, 20.604940, 41.363491, 14, argue
1643, -34.271851, 39.839184, 18, surprising
1644, 41.866280, -42.154968, 6, ok
1645, -1.991981, 52.363811, 12, choose
1646, 10.081996, -24.110773, 78, directly
1647, 28.884256, 36.543015, 8, countered
1648, -20.835159, -59.857735, 50, believe
1649, -16.286585, 57.078480, 10, acceptable
1650, 59.292583, -24.295845, 6, discriminate
1651, -0.403160, -44.157192, 52, pass
1652, -61.266472, -7.569267, 20, crucial
1653, 35.321079, 16.396967, 6, advised
1654, -22.730011, 54.714092, 16, retired
1655, 1.314447, 66.708015, 12, signing
1656, -51.247936, -20.298399, 22, demands
1657, -54.809200, -12.766077, 26, mention
1658, 2.019026, -27.851957, 86, war
1659, -28.532244, -42.903103, 48, ii
1660, 4.127326, -38.814671, 84, visible
1661, 8.663047, -11.012004, 124, call
1662, 3.983946, 58.870094, 14, discharged
1663, -55.795383, -44.986160, 36, thousands
1664, 53.983986, -10.302937, 8, shipped
1665, 3.515538, -55.009853, 40, filled
1666, -54.247528, -32.322876, 26, miss
1667, -55.987926, -6.829970, 24, boeing
1668, -14.680689, -46.201324, 56, newsletter
1669, -38.886715, -57.508770, 46, liked
1670, 8.650414, -29.401077, 80, ended
1671, -62.304913, -10.393479, 26, surprise
1672, 1.201081, -55.682018, 46, stayed
1673, 7.257960, -37.645359, 70, places
1674, -1.504838, 41.970432, 12, perform
1675, -62.777020, -28.472326, 22, orga
1676, 59.507660, 36.075043, 8, nized
1677, -62.144638, -13.121048, 18, networks
1678, 63.609310, -10.860723, 6, accessible
1679, -25.669479, 52.443806, 12, soldiers
1680, -54.276073, 29.064814, 16, sailors
1681, -43.083912, -48.150074, 22, puget
1682, -29.736521, 50.919590, 10, bases
1683, -28.463486, -53.649998, 28, produced
1684, -20.162678, -65.136528, 36, willing
1685, 4.353111, -16.053423, 86, policy
1686, 1.092689, -10.456820, 586, homosexuals
1687, -38.094807, -56.239388, 26, serving
1688, 50.750835, 30.652880, 10, aggressively
1689, -55.060410, 7.340699, 22, prominent
1690, -38.570675, -56.813240, 34, challenged
1691, -42.058167, 46.821667, 8, margarethe
1692, -60.549656, 18.921793, 10, cammermeyer
1693, -65.769157, 1.260043, 16, nurse
1694, -62.964149, -22.594133, 20, guard
1695, 5.021659, -30.320316, 52, army
1696, -61.325172, -16.559200, 32, sergeant
1697, -10.289561, -62.189293, 30, perry
1698, -24.869751, 41.577244, 10, watkins
1699, 4.127019, 67.333168, 14, segment
1700, -37.864273, -57.578938, 42, true
1701, -33.749737, -56.191452, 26, americans
1702, -59.132633, -4.658912, 18, native
1703, 4.434552, -38.819145, 46, symbol
1704, -48.111679, -40.129547, 18, practical
1705, -45.977665, -0.594884, 22, source
1706, -51.292164, -3.784799, 20, kinds
1707, -56.718960, -29.113239, 20, benefits
1708, -32.748390, -49.573936, 32, enjoyed
1709, -35.260044, 42.737164, 14, financial
1710, 28.853487, 48.393051, 8, ongoing
1711, -3.987733, 63.157925, 8, administration
1712, -13.776229, 55.805126, 8, clinton
1713, -10.602106, -52.089546, 48, declared
1714, 3.020117, -34.802544, 70, immediately
1715, 53.598656, -4.287379, 10, congressional
1716, 44.761784, 23.347799, 10, conservatives
1717, -5.717474, -42.449417, 62, december
1718, 59.284294, 22.412748, 8, pentagon
1719, -37.132198, 45.940243, 14, supposed
1720, 8.810382, -38.798023, 80, anything
1721, -53.362873, 36.721451, 14, silent
1722, 6.133672, 36.682926, 10, relation
1723, -53.097038, -4.981202, 18, ships
1724, -63.678986, -23.873871, 20, discharge
1725, 44.184132, -29.741726, 8, investigate
1726, -15.610275, -64.748985, 54, seems
1727, -26.525362, -67.390396, 34, seventeen
1728, -22.187382, 40.946529, 10, existence
1729, -36.088718, 39.248280, 14, kicked
1730, -57.118340, 12.183402, 18, challenges
1731, -66.832779, 2.093661, 12, philips
1732, 11.444671, 55.894127, 8, stationed
1733, 57.292450, 8.004979, 8, aboard
1734, 24.431023, 52.354881, 6, nimitz
1735, 51.644146, -27.174681, 6, everett
1736, -51.026783, 3.487260, 28, miles
1737, 7.777654, -15.229467, 98, north
1738, -54.555473, 13.188441, 16, operator
1739, -50.734642, -45.510918, 24, window
1740, -3.816722, -43.050022, 42, election
1741, -46.180809, 11.637934, 20, announcement
1742, 46.971764, 11.151952, 6, lift
1743, 45.204254, 18.672895, 10, outstanding
1744, -58.978802, -31.946398, 18, navy
1745, -52.131454, 10.825319, 20, tors
1746, -24.216200, 31.613985, 14, dozen
1747, -6.617130, -41.503456, 62, planned
1748, 1.515142, -55.609554, 46, continue
1749, -12.925614, -6.316842, 124, week
1750, -56.566452, -10.067460, 28, none
1751, 55.370461, 30.817665, 10, encounters
1752, 16.579456, 51.583202, 6, proceed
1753, -56.341038, 28.619375, 14, ings
1754, -51.500462, -43.758175, 22, waited
1755, -67.689041, -22.671314, 24, dismissed
1756, -3.831674, -51.199585, 36, cut
1757, -65.420952, -4.922453, 18, sand
1758, -49.139732, -41.419128, 22, station
1759, 59.303337, 20.377939, 6, essentially
1760, -42.605003, -57.726383, 28, dry
1761, 52.710102, 21.008615, 8, proceedings
1762, 35.528305, 31.760139, 6, interim
1763, -1.365386, -45.629578, 60, launched
1764, 61.439560, -21.492390, 6, grounds
1765, 2.722075, -21.399359, 128, heterosexuals
1766, -25.492434, 57.697128, 14, regardless
1767, 9.724911, -22.426250, 94, given
1768, -56.643841, -43.244598, 26, questioning
1769, 11.190797, -23.970102, 60, light
1770, -9.438309, -9.865454, 100, william
1771, 35.815979, 20.256813, 10, chal
1772, -24.209929, -59.980663, 30, base
1773, -57.443932, -42.633217, 30, possibly
1774, -8.576350, 52.810677, 8, morale
1775, -45.977802, 43.577404, 10, cohesion
1776, 31.095434, 40.353508, 10, conceded
1777, 8.420507, -37.487720, 68, possible
1778, 13.123159, 47.301208, 8, constitutional
1779, 62.447491, 11.521685, 6, burdens
1780, -54.977661, -36.240604, 24, proof
1781, 9.655191, -9.910095, 140, order
1782, 59.294491, 17.474331, 6, justify
1783, -2.022137, -3.772338, 182, department
1784, -22.905182, 52.724789, 8, rational
1785, -28.516649, -57.051010, 34, basis
1786, 10.158439, -23.684721, 86, treatment
1787, 51.318939, -0.820039, 8, compelling
1788, -67.213020, -6.216859, 24, reasons
1789, -40.154163, -61.656033, 30, ninth
1790, -40.163960, -61.765320, 34, circuit
1791, -53.588146, 32.771580, 14, scrutiny
1792, -42.512806, 4.268875, 22, panel
1793, -63.134815, 25.479813, 22, suspect
1794, 22.523335, 32.654232, 10, tory
1795, -24.369501, 51.287964, 14, higher
1796, -50.145348, -49.391895, 22, appropriate
1797, 36.729641, 50.590874, 8, judges
1798, -65.215584, 2.351954, 14, burden
1799, -47.560635, -40.880592, 22, placed
1800, 7.022378, -9.700788, 86, approach
1801, 66.411758, -19.082945, 6, landmark
1802, -55.760750, 35.520668, 12, margaret
1803, -55.340019, -37.731827, 12, witt
1804, -43.664574, -53.960758, 30, entered
1805, 6.825122, -13.634126, 68, air
1806, 62.235737, 8.620935, 6, flight
1807, 6.520615, 57.858059, 6, trans
1808, 53.761070, 25.510542, 6, ferred
1809, 65.875191, -13.287807, 8, mcchord
1810, -10.283800, -26.293875, 116, tacoma
1811, 52.863548, -46.972603, 4, medal
1812, -58.136726, 11.568277, 20, poster
1813, -52.535980, 29.091026, 10, appearing
1814, -43.036949, 17.634462, 20, starting
1815, -16.415934, -65.595703, 36, term
1816, -3.107201, -42.656635, 64, august
1817, -48.996662, -45.688072, 30, spokane
1818, 2.249816, -40.062580, 68, neither
1819, 2.328551, -17.608553, 118, member
1820, 44.190323, 3.925001, 6, civilian
1821, -19.495335, 39.201519, 14, employee
1822, -53.815495, -33.830231, 20, follow
1823, -14.211829, -3.098992, 246, july
1824, 69.091499, -27.528843, 6, investigator
1825, 48.199734, -25.603168, 8, contacted
1826, -9.158237, -13.084190, 86, following
1827, 59.109631, -40.480503, 8, chaplain
1828, 4.271906, -15.113679, 10, su
1829, -59.727913, -3.886365, 18, receive
1830, 66.448997, 7.285157, 8, earn
1831, -52.343105, -1.952800, 22, points
1832, 0.696181, 40.717358, 16, retirement
1833, -60.055305, -32.246464, 22, sixteen
1834, 33.345455, 29.367048, 8, initiated
1835, 9.030379, 46.327225, 10, resisted
1836, 30.014154, 31.308605, 8, precedent
1837, -56.934223, -3.623762, 18, seat
1838, -49.060188, 17.997120, 10, tle
1839, -8.698426, -61.426304, 32, based
1840, 66.260422, -17.156662, 6, leighton
1841, -44.927242, -45.627476, 32, lawyer
1842, -50.449497, -27.380737, 28, mission
1843, 68.273209, -15.987783, 6, apply
1844, -46.448254, 42.825748, 12, heightened
1845, -8.878535, -65.421989, 38, actions
1846, 57.813393, -27.392273, 6, den
1847, -3.031355, -43.030304, 62, reason
1848, -49.777008, -3.730075, 20, analysis
1849, 12.077871, 53.136356, 10, application
1850, -48.165016, 26.230093, 10, advanced
1851, -21.045996, -60.975986, 36, interest
1852, 4.331736, 60.288483, 10, maintaining
1853, -21.485996, -51.484035, 38, additional
1854, 6.732959, -30.565052, 70, less
1855, 55.834724, -0.842882, 6, aims
1856, 68.573997, -8.971246, 6, discharging
1857, -57.016640, -29.757587, 16, unit
1858, -57.571251, 24.261408, 16, avoided
1859, -13.158973, 54.152016, 14, agreeing
1860, 5.548881, -17.547644, 118, met
1861, -51.821266, -36.899422, 26, sion
1862, -2.722951, -55.719234, 54, ordered
1863, -14.922259, -63.765251, 42, conduct
1864, -2.384504, -33.862080, 68, trial
1865, -9.144188, 59.359066, 8, automatically
1866, -32.499046, 32.544861, 14, assume
1867, -26.071701, 54.635441, 10, justified
1868, -36.748341, -40.841919, 38, presence
1869, -2.154276, -58.453205, 40, specific
1870, -38.865799, 44.146957, 8, interference
1871, 3.251331, -25.322914, 72, taking
1872, 5.151672, -53.229343, 62, short
1873, -6.339713, -58.719685, 34, terms
1874, 42.534851, -1.488932, 4, gallup
1875, -26.973724, 46.544716, 10, showing
1876, -63.351658, -29.052122, 28, serve
1877, -36.522984, -56.646549, 26, compared
1878, -42.475891, -51.848297, 28, ground
1879, 45.160942, 18.776005, 4, opinions
1880, -56.392750, 14.669028, 14, relied
1881, 69.306938, -27.244453, 4, de
1882, -14.622012, -58.656162, 32, lawrence
1883, -49.940693, 36.569881, 10, texas
1884, -63.613270, 17.601908, 20, struck
1885, 5.892239, -3.993758, 118, laws
1886, 53.141312, 23.981634, 8, crim
1887, 9.992282, -22.499426, 80, behavior
1888, -13.484239, 38.872948, 6, fifth
1889, 12.205517, 34.191677, 12, liberty
1890, -41.898716, -49.502884, 28, due
1891, -64.261353, 2.412401, 16, specified
1892, -59.307049, -22.371347, 18, require
1893, 31.681654, 58.247463, 10, deciding
1894, -49.480618, -39.177284, 22, sort
1895, -16.602240, 52.450195, 12, winter
1896, 62.020939, 20.220957, 4, phase
1897, 49.316051, -20.390295, 6, presi
1898, 0.948605, 35.045937, 8, dent
1899, -10.014652, -30.693781, 78, repeal
1900, -8.135374, -65.674736, 54, sought
1901, 0.919048, -31.579052, 86, september
1902, 5.809084, -20.586203, 134, yet
1903, 26.033607, 47.811447, 8, significance
1904, -13.785892, 44.324066, 8, relatively
1905, -43.144825, -43.028023, 24, recent
1906, 42.211487, 17.342051, 6, arising
1907, -56.386047, 17.053238, 16, cen
1908, 58.534374, -10.168772, 6, tury
1909, 45.488335, 43.605541, 8, arrangements
1910, -11.617623, -62.772797, 40, likely
1911, -16.697510, 52.437637, 12, heads
1912, -52.893253, 25.649706, 22, nations
1913, 13.093163, 58.873669, 10, passions
1914, 21.500254, 42.929295, 10, fore
1915, -53.333912, -17.328533, 24, lovers
1916, -57.721897, -23.093731, 32, ments
1917, -1.869794, -59.474438, 38, usually
1918, -36.965801, 37.923992, 12, romance
1919, -12.963712, -63.448418, 42, hollywood
1920, 3.708472, -51.073521, 44, giving
1921, -51.531925, -32.671982, 24, gather
1922, 46.762497, -51.137177, 6, practically
1923, -58.327335, -28.009178, 18, mar
1924, -59.519176, 2.849953, 12, riage
1925, -0.016965, -13.185843, 170, male
1926, -41.667976, 30.195072, 16, writers
1927, 77.755516, -16.340218, 6, pe
1928, 60.180183, 6.552824, 6, circle
1929, -55.015251, -30.891224, 16, violet
1930, -3.874581, 48.669373, 4, quill
1931, -14.015773, -59.941128, 30, insisted
1932, -50.345844, 10.789037, 20, andrew
1933, -57.964706, -45.011456, 40, represented
1934, 65.096237, -16.925190, 6, essential
1935, -2.551593, -6.370386, 148, david
1936, -42.170059, 42.048203, 12, bergman
1937, -23.063236, -60.708866, 26, hour
1938, 9.750660, -36.589638, 78, whatever
1939, -40.316132, -42.416542, 32, ter
1940, 57.907532, -4.459740, 6, farewell
1941, 21.826317, 33.152229, 8, symphony
1942, -15.418027, -63.944054, 50, explained
1943, -60.365940, -2.248294, 18, guys
1944, -52.355679, 28.256386, 14, fell
1945, 63.205612, -33.557171, 6, buddies
1946, -55.003880, -20.847773, 20, loving
1947, 5.013754, -55.378223, 50, whole
1948, 56.874504, 14.967821, 10, worse
1949, -47.944275, 43.313122, 16, hat
1950, -55.828079, -40.731720, 26, intent
1951, -58.226357, 32.653881, 10, marital
1952, -25.100632, 56.547112, 14, values
1953, -25.085440, 41.682384, 14, worst
1954, -26.353460, -60.174114, 40, accused
1955, -36.362183, -55.633080, 32, model
1956, 78.000397, -16.206881, 6, sake
1957, -1.245632, -14.973793, 106, socialist
1958, -32.639225, -58.444038, 20, capitalism
1959, -3.076865, -16.239416, 76, feminist
1960, -27.317770, -61.269115, 32, mem
1961, -42.949684, -43.066002, 24, ber
1962, -2.539907, -15.367988, 92, radical
1963, 48.129631, -9.168214, 6, persecuted
1964, -57.224037, 25.529167, 14, perverse
1965, 31.668097, 52.476887, 6, molesters
1966, 65.408943, 8.374680, 6, oppressors
1967, 19.258024, 55.289310, 10, deeper
1968, -64.557480, -19.127295, 22, institution
1969, -43.887024, 39.803642, 12, profit
1970, 4.444797, -50.560383, 42, built
1971, -37.614567, -54.682941, 20, het
1972, -44.887112, 32.095509, 12, erosexual
1973, -55.474060, -30.837862, 22, mad
1974, -1.433441, -55.106052, 48, isaacson
1975, -18.805321, 53.382900, 8, triple
1976, 61.702679, 15.608657, 6, supremacy
1977, 9.573749, -13.870973, 138, far
1978, 7.367433, 46.004299, 14, condemned
1979, 60.172215, -32.036335, 4, fraternal
1980, 4.491381, -36.309025, 36, raising
1981, -46.031166, -55.274109, 36, wrong
1982, -5.316048, -41.567757, 64, appeared
1983, 9.206281, 49.717335, 12, attitude
1984, 37.472118, -0.925320, 20, munity
1985, 0.130337, -29.989836, 80, opened
1986, -18.730375, -53.794239, 44, large
1987, 16.649176, 49.973785, 8, porch
1988, 51.814304, -47.999634, 6, passerby
1989, -59.028198, 34.253555, 18, symbols
1990, 8.072448, -34.243042, 52, pointed
1991, 4.648698, -24.880486, 58, female
1992, 49.906872, 37.663143, 6, crosses
1993, 61.941120, 14.382262, 6, downward
1994, -46.342461, -1.659917, 20, linked
1995, -20.753754, 42.879860, 16, celebrated
1996, -63.819588, -0.868617, 24, applied
1997, -58.954460, -32.069733, 24, admitted
1998, 61.944115, 11.302183, 8, cou
1999, -22.525002, -63.405197, 46, collective
2000, 47.630863, -25.290375, 10, pair
2001, -59.206192, 26.133852, 18, collectives
2002, -42.434036, 20.487249, 2, consciousness
2003, -33.889351, -60.146523, 38, worker
2004, -23.287756, 56.447094, 8, ops
2005, 1.319821, -29.225256, 96, san
2006, 25.547426, 29.688114, 6, vashon
2007, 0.566005, 68.415009, 14, island
2008, -25.084623, -58.980885, 34, inter
2009, -25.294708, 48.941147, 8, indicates
2010, 21.204966, 25.190741, 6, continues
2011, -53.520729, 15.953828, 12, highest
2012, -10.507487, 60.325329, 10, percentage
2013, -53.897041, 29.579056, 16, connection
2014, 7.509078, -31.493904, 82, suggested
2015, -13.907355, -2.926331, 218, nov
2016, -65.454865, -4.991180, 24, tually
2017, -32.858677, -59.553856, 26, deep
2018, -51.501419, 14.150844, 16, friendships
2019, -41.472317, 37.235153, 12, display
2020, -0.156225, -28.719521, 74, program
2021, -55.103180, 1.787033, 16, suggests
2022, -13.049236, -64.325966, 30, normal
2023, -5.244146, -60.658764, 48, developed
2024, -30.150507, 53.303425, 10, weak
2025, 5.847851, -52.740921, 54, looking
2026, 10.072996, 52.942947, 10, reasonable
2027, -1.890674, -58.948738, 50, impact
2028, 19.701805, 47.590019, 6, destroying
2029, -0.628679, 41.544285, 8, dissent
2030, -54.635288, 29.492277, 16, equally
2031, -33.239822, -54.632626, 34, epidemic
2032, 48.577652, 24.344975, 4, weakened
2033, -49.880436, 24.680010, 12, belief
2034, 60.600292, 20.694139, 6, intimate
